"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FKG5PPN4","conferencePaper","2016","Sinha, B.; Garg, M.; Chandra, S.","Identification and classification of relations for Indian languages using machine learning approaches for developing a domain specific ontology","2016 International Conference on Computational Techniques in Information and Communication Technologies (ICCTICT)","","","10.1109/ICCTICT.2016.7514617","","Information extraction and classification using Natural Language Processing techniques of layered architecture such as pre-processing task, processing of semantic analysis etc., helps in implementing further deeper evaluation techniques for the accuracy of natural language based electronic database. This paper explores relational information extraction of multilingual IndoWordNet database matching with domain specific terms. Further, extracted information are processed through conventional statistical methods, Normalized Web Distance (NWD) similarity method and two other machine learning evaluation techniques such as Support Vector Machine (SVM), Neural Network (NN) to compare with their accuracy. Results of machine leaning based techniques outperform with significant improved accuracy over conventional methods. The objective of using these techniques along with semantic web technology is to initiate a proof of concept for ontology generation by identification and classification of extracted relational information from IndoWordNet. This paper also highlights domain specific challenges and issues in developing relational model of ontology.","2016-03","2019-06-15 15:02:59","2019-06-15 16:18:45","","415-420","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); semantic Web; Semantics; information retrieval; Ontology; Databases; Information retrieval; Semantic Web; Deep neural network; domain specific ontology; Indian languages; IndoWordNet electronic database; information classification; learning (artificial intelligence); machine learning evaluation techniques; multilingual IndoWordNet database matching; natural language based electronic database; natural language processing; natural language processing techniques; Neural networks; Normalized web distance; normalized Web distance similarity method; ontology generation; Relation classification; relational information extraction; semantic Web technology; Support vector machine; Support vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKJB6ZSI","conferencePaper","2014","Nadia, L.","Design and implementation of information retrieval system based ontology","2014 International Conference on Multimedia Computing and Systems (ICMCS)","","","10.1109/ICMCS.2014.6911361","","Nowadays, the resources available on the web increases significantly. It then has a large volume of information, but without mastery of content. In this immense data warehouse research of current information retrieval systems do not allow users to obtain results to their requests that meet exactly their needs. This is due in large part to indexing techniques (key words, thesaurus). The result is that the user of the web wasting much of his time to examine a large number of Web page by searching for what he needs, because the Web does not provide service in this direction. The Semantic Web is the solution; this new vision of the web is to make web resources not only understandable by humans but also by machines. To improve the relevance of information retrieval, we propose in this paper an approach based on the use of domain ontology for indexing a collection of documents and the use of semantic links between documents in the collection to allow the inference of all relevant documents. The work involves the implementation of a system based on the use of OWL ontology for research pedagogical documents. In this case, the descriptors are not directly chosen in the documents but in the ontology and are indexed by concepts that reflect their meaning rather than words are often ambiguous. To perform a search based on meaning, documents and their descriptors are stored in OWL ontologies describing the documentary features of a document. The objective is to design two types of OWL ontologies: document ontology reserved for storage of all pedagogical documents and domain ontology reserved for well-structured of documents stored in the level of the document ontology and each document is indexed by its keywords and their synonyms.","2014-04","2019-06-15 15:03:00","2019-06-15 16:18:03","","500-505","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); OWL; semantic Web; document handling; information retrieval; Information retrieval; ontology; knowledge representation languages; Indexing; Boolean functions; Data structures; data warehouse research; descriptors; document ontology; documentary features; domain ontology; indexation; indexing; indexing techniques; information retrieval system based ontology; OWL ontologies; Pedagogical document; research pedagogical documents; Search problems; sematic web; thesauri; Thesauri; thesaurus; Web resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NG23AI8N","conferencePaper","2018","Karimi, H.; Kamandi, A.","Ontology alignment using inductive logic programming","2018 4th International Conference on Web Research (ICWR)","","","10.1109/ICWR.2018.8387247","","Ontologies are one of the important and effective parts of semantic web which constitute the infrastructure and background knowledge of this realm of web science. Finding valid mappings as much as possible between the concepts or entities of ontologies, especially for the large ones, is a prominent task to align those concepts together and finally merge and integrate their ontologies to make a general and global ontology that is smaller and more flexible in many applications of semantic web. This paper describes a new learning-based ontology mapping method in which inductive logic programming (ILP) is used to learn ontology mapping using information gathered from instances of each entity in order to make some correct and valid alignments between concepts of different ontologies.","2018-04","2019-06-15 15:03:00","2019-06-15 16:28:00","","118-127","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); semantic web; semantic Web; ontology matching; Semantic Web; learning (artificial intelligence); Support vector machines; ILP; inductive logic programming; learning-based ontology mapping method; Logic programming; Machine learning; ontology alignment; ontology mapping learning; Task analysis; Tools; web science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339II8Z3","conferencePaper","2014","Selvi, R. T.; Raj, E. G. D. P.","An Approach to Improve Precision and Recall for Ad-hoc Information Retrieval Using SBIR Algorithm","2014 World Congress on Computing and Communication Technologies","","","10.1109/WCCCT.2014.68","","Information Retrieval is a process of finding the documents in a collection based on a specific topic. The information need is expressed by the user as a query. Documents that satisfy the given query in the judgment of the user are said to be relevant. The documents that are not of the given topic are said to be non-relevant. An IR engine may use the query to classify the documents in a collection, returning to the user a subset of documents that satisfy some classification criterion. There are several search engines to find information in the given repositories containing large amounts of unstructured form of text data. However, the task of ad hoc information retrieval is, finding documents within a corpus like Bible, that are relevant to the user remains a hard challenge. Sometimes the relevant documents may not contain the specified keyword. The lack of the given term in a document does not necessarily mean that the document is not a relevant. Because more than one terms can be semantically similar although they are lexicographically different. In this paper a new algorithm called ""Semantic based Boolean Information Retrieval"" (SBIR) is proposed to retrieve the documents with semantically similar terms to enhance the performance of Boolean Information Model by improving the recall and precision.","2014-02","2019-06-15 15:03:00","2019-06-15 16:15:43","","137-141","","","","","","","","","","","","","","","","","","","","","","","","semantic similarity; semantic Web; Semantics; search engines; Search engines; Databases; query processing; Information Retrieval; text analysis; Vectors; WordNet; search engine; ad hoc information retrieval; Algorithm design and analysis; boolean information model; Boolean Information Retrieval; corpus; document classification criterion; document retrieval; document subset; Educational institutions; IR engine; lexicographic document; pattern classification; precision and recall approach; SBIR algorithm; Semantic; semantic based boolean information retrieval; Stemming Algorithm; unstructured text data; word processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR7NTS4K","conferencePaper","2019","Jiang, S.; Hagelien, T. F.; Natvig, M.; Li, J.","Ontology-Based Semantic Search for Open Government Data","2019 IEEE 13th International Conference on Semantic Computing (ICSC)","","","10.1109/ICOSC.2019.8665522","","Open data are increasingly available in amount, but often with unprecise or incomplete description. It is time consuming and difficult to discover relevant datasets. Current open data catalogues provide mostly keyword-based search without the ability to understand the user's intent and the contextual meaning of the datasets. Ontology-based semantic search has been well explored in semantic web as an attempt to improve the quality of search for relevant documents and web pages. This paper applies semantic and machine learning technologies to open data. It presents an approach for search of open government datasets, a relatively underexplored domain, where the semantics of data relies on metadata that describes the data. The idea is to link the published datasets with concepts from a well-defined ontology and allow searching based on hybrid indexing. A simplified ontology for the transport domain is constructed to demonstrate and test the idea. A prototype search engine has been implemented which supports both manual and automatic linking to concepts in the ontology and exploits hybrid indexing based on these linking methods. Natural language processing (NLP) techniques are applied to dataset linking and indexing and enable the independency of the natural language used for describing the datasets. The manual linking of datasets to ontology concepts is intended for domain experts and data publishers, while the automatic linking is based on the provided dataset descriptions. The automatic linking reduces the overhead of manual concepts linking and the dependency on domain experts. Preliminary results have indicated that semantic search based on ontologies is a promising approach to increase search quality and efficiency for open data search. The success of the automatic mechanism does however depend on the quality and comprehensiveness of the dataset descriptions.","2019-01","2019-06-15 15:03:00","2019-06-15 16:28:08","","7-15","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); semantic Web; document handling; search engines; Search engines; ontology; Web pages; Indexing; search engine; learning (artificial intelligence); natural language processing; natural language processing techniques; indexing; dataset indexing; dataset linking; Engines; government data processing; hybrid indexing; keyword-based search; machine learning technologies; meta data; ontology-based semantic search; open data search; open government data; Open government data; open government datasets; prototype search engine; Prototypes; public sector data; query formulation; relevant document search; semantic search; Semantic search","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSCDWAKZ","conferencePaper","2016","Yadav, U.; Narula, G. S.; Duhan, N.; Murthy, B. K.","An overview of social semantic web framework","2016 3rd International Conference on Computing for Sustainable Global Development (INDIACom)","","","","","Social Web is growing enormously as it made easy for people to publish online. Published information should be semantically annotated and structured so as to be useful for information sharing. Semantic Web annotates data syntactically as well as semantically thus making it in machine understandable format. So, these two aspects can be aggregated to form social semantic web. This paper proposed social semantic Web framework and analyzed major components of social Web layer, various Web data extraction methodologies and Web information processing layer.","2016-03","2019-06-15 15:03:01","2019-06-15 16:17:29","","769-773","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; semantic Web; Semantics; Crawlers; Semantic Web; Blogs; information sharing; machine understandable format; Media; online information publishing; semantically annotated structured information; Social network services; social networking (online); Social Semantic Web; social semantic Web framework; Social Web; social Web layer; Web data extraction methodology; Web information processing layer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZH8Z4EVR","conferencePaper","2015","Yang, H.; Wang, Z.; Xu, H.","On-line text mining and recommendation based on ontology and implied sentiment inclination","2015 17th International Conference on Advanced Communication Technology (ICACT)","","","10.1109/ICACT.2015.7224870","","Most of the exist Web search engines utilize matching the query keywords to pieces of information approach to identify of the data satisfying user's request. These methods are not only inefficient, but also wasted a lot of user's time to find a satisfactory results. In order to improve the problem above, we presented a different approach to identify user's request that attracts more interest is called a ontology-based and implied sentiment search. Ontology is a tree structure which represent specifications of concepts and relations among them. Ontology play a central role in semantic web applications by providing a shared knowledge about the objects in real world. This paper proposes a method for determining semantic similarity between concepts and implied sentiment defined in ontology. Unlike method exist that use ontological definition of concepts for similarity assessment, the presented approach also focuses on the relations between concepts and their implied sentiment inclination. Our method is able to determine similarity not only at the definition level, but also is able to evaluate similarity of implied sentiment of information that are instances of concepts. In addition, the method allows for context-aware similarity assessment. Experimental comparison of our on-line text mining approach against other techniques known in the literature shows satisfying results.","2015-07","2019-06-15 15:03:01","2019-06-15 16:27:58","","613-617","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); semantic similarity; semantic Web; Semantics; Ontology; Resource description framework; search engines; ontology; data mining; text analysis; Computer science; context-aware similarity assessment; Feature extraction; implied sentiment inclination; implied sentiment search; information analysis; information approach; online text mining; query keywords matching; recommendation method; recommendation system; recommender systems; semantic Web applications; Sentiment Inclination Analysis; similarity algorithm; similarity assessment; Text Mining; tree structure; user request; Web search engines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75B2QNNV","conferencePaper","2016","Wei, T.; Jia, Y.; Zhang, Z.; Roche, J.; Roche, C.","Improved hybrid semantic similarity algorithm for terminology application","2016 12th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)","","","10.1109/FSKD.2016.7603439","","With the development of science, people's demand for the technique of query is gradually increased. Especially, the emergency of new terms proposed more demand for query techniques. Therefore, the accuracy of semantic similarity calculation is more important in searching of terms. Now, the hybrid semantic similarity calculation method has been more popular. However, when the expert calculates the semantic similarity, weight values determined are based on expert's experience which has a certain degree of subjectivity and affect the accuracy and objectivity of the semantic similarity calculation. Therefore, this paper proposed an improved hybrid semantic similarity algorithm based on the fuzzy optimization methods. This algorithm could avoid subjectivity for the determined weights and make weights more scientific. In this paper, an example is given for demonstrate how this algorithm can be used for calculating the semantic similarity of volcano terms. Comparing with the old methods, this algorithm can improve query accuracy.","2016-08","2019-06-15 15:03:01","2019-06-15 16:18:53","","1734-1738","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); semantic similarity; Semantics; Search engines; ontology; query processing; Algorithm design and analysis; fuzzy optimization methods; fuzzy set theory; hybrid semantic similarity algorithm; hybrid semantic similarity calculation method; Internet; nomenclature; optimisation; query technique; Speech; term; Terminology; terminology application; volcano terms; weight values","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DQDY57R","conferencePaper","2018","Banik, P.; Gaikwad, S.; Awate, A.; Shaikh, S.; Gunjgur, P.; Padiya, P.","Semantic Analysis of Wikipedia documents using Ontology","2018 IEEE International Conference on System, Computation, Automation and Networking (ICSCA)","","","10.1109/ICSCAN.2018.8541162","","There is a boom in the growth of information available freely on the web where a search engine builds for a decisive component in understanding the content of the web pages and also serving the user queries according to their relevant information. The semantic web offers a hopeful approach in this context, ontologies can semantically seize concepts for any issue which will empower tools to accord the data semantically. In this paper, a proposed technique is developed which uses a score or weight based semantic relation between the user queries and gives a more relevant result. This system is moderated to Wikipedia related article as they are extracted from Wikipedia api. The similarity level between two articles is computed based on keyword content by computing similarity between two documents. We study various proposal in this regard thus the proposed system tries to optimize the results and the state-of-the-art analysis is presented. Likened to other similarity method, the proposed technique shows the highest Pearson correlation coefficient.","2018-07","2019-06-15 15:03:01","2019-06-15 16:43:31","","1-6","","","","","","","","","","","","","","","","","","","","","","","","ontologies (artificial intelligence); semantic web; semantic Web; Semantics; search engines; Search engines; ontology; query processing; Semantic Web; text analysis; search engine; word processing; clustering; Electronic publishing; Encyclopedias; fuzzy siemens; keyword content; ranking; semantic analysis; similarity; user queries; web pages; Web sites; Wikipedia documents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4TW9ULY","conferencePaper","2015","Schindler, M.; Fox, O.; Rausch, A.","Clustering Source Code Elements by Semantic Similarity Using Wikipedia","2015 IEEE/ACM 4th International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering","","","10.1109/RAISE.2015.10","","For humans it is no problem to determine if two words have a high or low semantic similarity in a given context. But is it possible to support a software developer or architect by using semantic data extracted from source code in the same way other relations like typical source code relations do? To answer this question we developed an approach to compute the semantic similarity by using Wikipedia as a textual corpus. In a case study we demonstrate this approach with a manageable software system. The results of using semantic similarities are compared with the outcome of using source code relations instead.","2015-05","2019-06-15 15:03:01","2019-06-15 16:17:46","","13-18","","","","","","","","","","","","","","","","","","","","","","","","semantic similarity; semantic Web; Semantics; information retrieval; Information Retrieval; Semantic Similarity; text analysis; textual corpus; word processing; Internet; Electronic publishing; Encyclopedias; Web sites; clustering source code element; Component Structure; manageable software system; Modularization; pattern clustering; semantic data extraction; Software Architecture; software developer; software development management; Software systems; source code (software); source code relations; Spectral Clustering; Wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRP7Y3BE","conferencePaper","2017","Ferdous, S. N.; Ali, M. M.","A semantic content based recommendation system for cross-lingual news","2017 IEEE International Conference on Imaging, Vision Pattern Recognition (icIVPR)","","","10.1109/ICIVPR.2017.7890880","","News articles in web narrate important events happening worldwide. These articles are not only written in English, but also in different languages for different native people. In this paper, we propose an approach for an automated Bengali-English semantic recommender system based on ontology by analyzing news domain. News ontology is designed automatically by using information extraction techniques. Both the news title and news body are considered separately in the ontology creation process. First, important information from news is extracted and ontology is created from the source language document. Then, ontology is created from target language document following similar technique. Next, ontology matching is performed between the translated source ontology and target English Ontology. Matching can also be done with synonymous documents. A matching factor is calculated which can be taken as the semantic similarity measure between the cross-lingual documents. Recommendation of news items is done based on this matching factor. The experiment study verifies the proposed method adopted by us.","2017-02","2019-06-15 15:03:02","2019-06-15 16:13:47","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); Semantics; document handling; information retrieval; Information retrieval; ontology matching; Semantic Web; natural language processing; recommender systems; automated Bengali-English semantic recommender system; Bilingual News; Collaboration; cross-lingual documents; cross-lingual news; English langauge; English ontology; information extraction; Manuals; matching factor; news articles; news body; news domain; news items recommendation; news ontology; News Ontology; news title; ontology creation process; Organizations; pattern matching; Recommendation System; semantic content based recommendation system; Semantic Recommendation; semantic similarity measure; source language document; synonymous documents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
